word,pos,score
곱씹다,Verb,-0.05
순박하다,Adjective,0.45
아파하다,Verb,-0.375
고약하다,Adjective,-0.45
마음먹다,Verb,0.3
쩔쩔매다,Verb,-0.3
토나오다,Verb,-0.275
키득거리다,Verb,-0.2
비밀스럽다,Adjective,-0.05
촉박하다,Adjective,-0.2
사로잡히다,Verb,0.025
탁월하다,Adjective,0.65
섬세하다,Adjective,0.6
우쭐하다,Verb,-0.05
풀어지다,Verb,0.125
넘어서다,Verb,0.325
망설이다,Verb,-0.225
깨끗하다,Adjective,0.75
간질거리다,Verb,-0.083333333
늘어놓다,Verb,-0.075
맞다,Verb,0.425
거두다,Verb,0.25
열등하다,Adjective,-0.425
매끈하다,Adjective,0.35
흔들리다,Verb,-0.225
맞닿다,Verb,0.35
폭넓다,Adjective,0.4
내보내다,Verb,0.1
속이다,Verb,-0.225
달래다,Verb,0.425
짜릿하다,Adjective,0.5
유순하다,Adjective,0.425
급박하다,Adjective,-0.175
건조하다,Adjective,0.025
모시다,Verb,0.375
급속하다,Adjective,0.075
작동시키다,Verb,0.175
밝히다,Verb,0.25
가만두다,Verb,-0.1
서운해하다,Adjective,-0.3
말똥말똥하다,Adjective,0.275
매치다,Verb,-0.166666667
주고받다,Verb,0.325
큰코다치다,Verb,-0.35
투덜거리다,Verb,-0.325
덤비다,Verb,-0.275
뜨겁다,Adjective,-0.1
애매하다,Adjective,-0.025
풀다,Verb,0.4
인색하다,Adjective,-0.4
알아주다,Verb,0.6
고귀하다,Adjective,0.5
부조리하다,Adjective,-0.375
비참하다,Adjective,-0.45
싸지르다,Verb,-0.225
연약하다,Adjective,-0.2
냠냠하다,Verb,0.225
끝내다,Verb,-0.1
길다,Adjective,0.2
막연하다,Adjective,-0.075
가꾸어지다,Verb,0.4
모호하다,Adjective,-0.2
우울하다,Adjective,-0.6
내뱉다,Verb,-0.275
부딛히다,Verb,-0.2
엄연하다,Adjective,0.075
음산하다,Adjective,-0.375
건방지다,Adjective,-0.375
가꾸다,Verb,0.475
사그라들다,Verb,0.325
읽히다,Verb,0.125
섭하다,Adjective,-0.25
이쁘다,Adjective,0.8
잘생기다,Adjective,0.625
씩씩대다,Verb,-0.25
성공하다,Adjective,0.775
땡그랗다,Adjective,0
다정다감하다,Adjective,0.575
장황하다,Adjective,0.175
시급하다,Adjective,-0.15
갈아엎다,Verb,-0.4
친밀하다,Adjective,0.55
깨물다,Verb,-0.125
아른거리다,Verb,0.25
약하다,Adjective,-0.35
짙다,Adjective,0.325
유연하다,Adjective,0.5
안타까워하다,Verb,-0.125
날다,Verb,0.475
굴러가다,Verb,0.025
살찌다,Adjective,-0.1
할퀴다,Verb,-0.3
기뻐하다,Verb,0.825
포근하다,Adjective,0.5
튀다,Verb,-0.25
불과하다,Adjective,-0.2
떳떳하다,Adjective,0.425
후끈하다,Adjective,0.125
거룩하다,Adjective,0.325
시시하다,Adjective,-0.15
접다,Verb,-0.125
들어가다,Verb,0.225
치솟다,Verb,-0.175
일어서다,Verb,0.5
안좋다,Adjective,-0.575
더럽다,Adjective,-0.475
쭈그리다,Verb,-0.2
탕탕하다,Verb,-0.1
피다,Verb,0.225
길쭉하다,Adjective,0.225
단순하다,Adjective,0.025
만연하다,Verb,0.125
죄송하다,Adjective,-0.15
아득해지다,Adjective,-0.275
무지하다,Adjective,-0.325
시커멓다,Adjective,-0.25
방대하다,Adjective,0.2
즐겁다,Adjective,0.875
잡아떼다,Verb,-0.275
조마조마하다,Adjective,0.075
엄습하다,Verb,-0.125
가련하다,Adjective,-0.2
얼리다,Verb,0
의하다,Adjective,0.175
냉혹하다,Adjective,-0.45
얄밉다,Adjective,-0.25
사소하다,Adjective,-0.2
키워지다,Verb,0.325
관대하다,Adjective,0.5
자극받다,Verb,0.2
여전하다,Adjective,0.15
떠밀다,Verb,-0.325
차다,Verb,-0.175
막다,Verb,0.1
무리다,Adjective,-0.275
경건하다,Adjective,0.5
적법하다,Adjective,0.325
졸리다,Verb,0
빡시다,Verb,-0.3
쏟아지다,Verb,-0.05
알록달록하다,Adjective,0.45
가벼워지다,Verb,0.475
단련하다,Verb,0.45
의연하다,Adjective,0.325
밀려오다,Verb,-0.05
어기다,Verb,-0.2
이루어지다,Verb,0.475
터뜨리다,Verb,-0.175
얄팍하다,Adjective,-0.325
치사하다,Adjective,-0.45
억지스럽다,Adjective,-0.35
악독하다,Adjective,-0.3
이룩하다,Verb,0.375
딱이다,Adjective,0.475
청량하다,Adjective,0.475
땡잡다,Verb,0.138888889
어뜩하다,Adjective,-0.083333333
볼록하다,Adjective,-0.025
녹슬다,Verb,-0.3
말아먹다,Verb,-0.325
채우다,Verb,0.425
변치않다,Verb,-0.1
울렁거리다,Verb,-0.325
건드리다,Verb,-0.125
일그러지다,Verb,-0.3
소곤소곤하다,Verb,-0.083333333
깨우치다,Verb,0.475
뿐이다,Adjective,-0.075
다듬다,Verb,0.325
참담하다,Adjective,-0.525
먹히다,Verb,-0.125
정겹다,Adjective,0.55
누리다,Verb,0.225
우물우물하다,Verb,-0.222222222
잘나다,Adjective,0.4
허하다,Verb,-0.3
대박나다,Verb,0.55
부지런하다,Adjective,0.425
점잖다,Adjective,0.5
치다,Verb,-0.3
파닥이다,Verb,0.05
짭짤하다,Adjective,0.225
퍼붓다,Verb,-0.175
불안하다,Adjective,-0.375
어려워하다,Verb,-0.4
줄기차다,Adjective,-0.15
꽉차다,Verb,0.075
유쾌하다,Adjective,0.7
찌르다,Verb,-0.325
실하다,Adjective,0.35
성하다,Adjective,0.4
넘겨받다,Verb,0.075
큼지막하다,Adjective,0.425
용감하다,Adjective,0.425
신속하다,Adjective,0.425
곱상하다,Adjective,0.375
위대하다,Adjective,0.6
캄캄하다,Adjective,-0.275
민첩하다,Adjective,0.625
짓누르다,Verb,-0.425
식상하다,Verb,-0.3
창창하다,Adjective,0.475
자빠지다,Verb,-0.5
다음가다,Verb,0.275
장난스럽다,Adjective,0.35
악플달다,Verb,-0.55
싱그럽다,Adjective,0.375
성실하다,Adjective,0.7
일르다,Verb,-0.125
평범하다,Adjective,-0.025
부드럽다,Adjective,0.6
여유롭다,Verb,0.65
까칠하다,Adjective,-0.3
집요하다,Adjective,-0.1
짠하다,Adjective,-0.125
얼싸안다,Verb,0.275
힘내다,Verb,0.5
안전하다,Adjective,0.7
떼이다,Verb,-0.45
비상하다,Adjective,0.4
저리다,Adjective,-0.2
닥쳐오다,Verb,-0.375
만개하다,Verb,0.4
소소하다,Adjective,0.475
낭비하다,Adjective,-0.375
질린다,Verb,-0.325
광포하다,Adjective,-0.175
별다르다,Adjective,0.225
새다,Verb,0.05
정교하다,Adjective,0.525
물러서다,Verb,-0.3
담백하다,Adjective,0.425
끌어내리다,Verb,-0.4
알아내다,Verb,0.5
어둑어둑해지다,Adjective,-0.05
진중하다,Adjective,0.4
변화무쌍하다,Adjective,0.175
역다,Adjective,-0.1
헐뜯다,Verb,-0.475
달아나다,Verb,-0.125
죽이다,Verb,-0.35
적적하다,Adjective,-0.05
흥겹다,Adjective,0.575
비범하다,Adjective,0.625
미세하다,Adjective,-0.05
찍히다,Verb,-0.125
날아가다,Verb,0.5
작다,Adjective,-0.075
하얗다,Adjective,0.375
압승하다,Verb,0.6
비루하다,Adjective,-0.15
치켜들다,Verb,0.2
유머러스하다,Adjective,0.75
매정하다,Adjective,-0.45
배가되다,Verb,0.3
기막히다,Adjective,-0.05
늘다,Verb,0.225
울리다,Verb,-0.225
커다랗다,Adjective,0.225
박하다,Adjective,-0.15
틀어지다,Verb,-0.375
다하다,Verb,-0.15
쌩까다,Verb,-0.375
만족스럽다,Adjective,0.7
얻어먹다,Verb,0.25
오염시키다,Verb,-0.35
연하다,Adjective,0.25
애잔하다,Adjective,-0.2
닥치다,Verb,-0.275
설치다,Adjective,-0.15
썩이다,Verb,-0.575
졸렬하다,Adjective,-0.525
허약하다,Adjective,-0.275
삐죽하다,Adjective,-0.083333333
숨기다,Verb,-0.325
건들건들하다,Verb,-0.166666667
잘르다,Verb,-0.25
돌보다,Verb,0.25
어우러지다,Verb,0.375
순순하다,Adjective,0.45
긋다,Verb,-0.1
타락하다,Adjective,-0.475
엿보다,Verb,-0.325
비웃다,Verb,-0.375
깜빡깜빡하다,Verb,-0.138888889
들이마시다,Verb,0.275
가로서다,Verb,0.05
맞붙다,Verb,-0.075
잘뽑다,Verb,0.625
가두다,Verb,-0.15
쭈글쭈글하다,Adjective,-0.055555556
우선하다,Adjective,0.4
도망가다,Verb,-0.175
잇따르다,Verb,0.05
몰리다,Verb,-0.05
득실득실하다,Verb,-0.027777778
방만하다,Adjective,-0.175
뭉클하다,Adjective,0.525
혁혁하다,Adjective,0.15
깜빡이다,Verb,0.125
어정쩡하다,Adjective,-0.3
강렬하다,Adjective,0.425
나돌다,Verb,-0.3
유난스럽다,Adjective,-0.15
버겁다,Adjective,-0.25
지긋지긋하다,Adjective,-0.225
삼엄하다,Adjective,-0.1
난감하다,Adjective,-0.375
자리다,Adjective,0
맞서다,Verb,0.175
팅기다,Verb,-0.25
복잡하다,Adjective,-0.225
떨치다,Verb,0.075
난하다,Adjective,-0.25
갚다,Verb,0.325
억세다,Adjective,-0.075
곯다,Verb,-0.425
째지다,Verb,0
버티다,Verb,0.3
꼬꾸라지다,Verb,-0.333333333
신중하다,Adjective,0.5
굵직하다,Adjective,0.3
난처하다,Adjective,-0.4
험난하다,Adjective,-0.4
째다,Verb,-0.325
지루하다,Adjective,-0.45
불길하다,Adjective,-0.375
광범위하다,Adjective,0.2
부풀리다,Verb,-0.15
투덜대다,Verb,-0.375
자제시키다,Verb,-0.1
늦어지다,Verb,-0.275
밀리다,Verb,-0.225
훈훈하다,Adjective,0.625
따먹다,Verb,0.025
잽싸다,Adjective,0.4
매달다,Verb,0
행복하다,Adjective,0.925
무안하다,Adjective,-0.05
끊임없다,Adjective,0
포악하다,Adjective,-0.3
푹쉬다,Verb,0.475
표출하다,Verb,0.425
늦다,Verb,-0.4
빠르다,Adjective,0.3
얹히다,Verb,-0.175
캐다,Verb,0.125
깔끔하다,Adjective,0.625
둥글다,Adjective,0.325
호락호락하다,Adjective,0.1
짧아지다,Verb,-0.15
생기발랄하다,Adjective,0.65
힘들다,Adjective,-0.575
꺼림칙하다,Adjective,-0.3
재잘거리다,Verb,0.15
풀죽다,Verb,-0.361111111
야들야들하다,Adjective,0.194444444
꿰뚫다,Verb,0.225
다듬어지다,Verb,0.35
날씬하다,Adjective,0.525
도르다,Verb,0.025
찬찬하다,Adjective,0.375
다독이다,Verb,0.375
환하다,Adjective,0.525
차지다,Adjective,0.075
한적하다,Adjective,0.4
가빠지다,Verb,-0.225
쌉싸름하다,Adjective,0
유명하다,Adjective,0.6
재수없다,Adjective,-0.4
다급해지다,Verb,-0.325
우락부락하다,Adjective,0.025
부끄럽다,Adjective,-0.175
깊다,Adjective,0.15
펄럭이다,Verb,0.275
해치다,Verb,-0.4
날카롭다,Adjective,-0.075
유익하다,Adjective,0.75
얼빠지다,Verb,-0.375
생소하다,Adjective,0.125
파다하다,Adjective,-0.125
원치않다,Adjective,-0.2
부당하다,Adjective,-0.325
험악하다,Adjective,-0.45
걷히다,Verb,0.05
따라가다,Verb,0.2
대담하다,Adjective,0.425
뺏다,Verb,-0.45
부자연스럽다,Adjective,-0.3
훔치다,Verb,-0.35
고통스럽다,Adjective,-0.5
움켜쥐다,Verb,-0.125
의젓하다,Adjective,0.6
떠나오다,Verb,0
괴로워하다,Verb,-0.525
긴가민가하다,Adjective,0
부치다,Verb,-0.175
무의미하다,Adjective,-0.175
성가시다,Adjective,-0.325
골다,Verb,-0.075
가다듬다,Verb,0.35
쿠리다,Adjective,-0.025
배부르다,Adjective,0.4
띵하다,Adjective,-0.275
게슴츠레하다,Adjective,-0.027777778
저물다,Verb,-0.15
읊조리다,Verb,0
떠올리다,Verb,0.375
영원하다,Adjective,0.5
녹아내리다,Verb,0
어둡다,Adjective,-0.3
비하하다,Verb,-0.575
초췌하다,Adjective,-0.4
당연하다,Adjective,0.475
사르다,Verb,-0.125
교활하다,Adjective,-0.175
찔리다,Verb,-0.4
앞두다,Verb,0.1
어슬렁거리다,Verb,0.025
내버리다,Verb,-0.225
날렵하다,Adjective,0.525
살리다,Verb,0.45
깨어나다,Verb,0.4
뻐기다,Verb,-0.15
소리내다,Verb,0.4
간절하다,Adjective,0.125
강력하다,Adjective,0.475
애절하다,Adjective,0.025
호비다,Verb,-0.225
싸다,Verb,0.25
과민하다,Adjective,-0.175
밤늦다,Adjective,-0.05
찰지다,Adjective,0.425
옳다,Adjective,0.5
가져다주다,Verb,0.225
데우다,Verb,0.15
뜨끈하다,Adjective,0.325
놓아두다,Verb,0.15
하늘하늘하다,Adjective,0.35
흔들다,Verb,0.2
처량하다,Adjective,-0.45
친애하다,Adjective,0.7
지나치다,Verb,-0.25
촌스럽다,Adjective,-0.275
서먹해지다,Adjective,-0.275
켜지다,Verb,0.55
가냘프다,Adjective,-0.1
방분하다,Verb,0
자라다,Verb,0.475
뛰어오다,Verb,0.4
책임지다,Verb,0.1
높아지다,Verb,0.25
따갑다,Adjective,-0.15
세워지다,Verb,0.375
불필요하다,Adjective,-0.425
얼룩지다,Verb,-0.15
깎다,Verb,-0.05
꼴사납다,Adjective,-0.425
얽매이다,Verb,-0.3
힘차다,Adjective,0.4
못지않다,Adjective,-0.05
벅차다,Adjective,0.15
주저앉다,Verb,-0.225
달콤하다,Adjective,0.625
우기다,Verb,-0.075
자질구레하다,Adjective,0
젊다,Adjective,0.6
살벌하다,Adjective,-0.25
좋아하다,Adjective,0.925
명쾌하다,Adjective,0.75
빗대다,Verb,0
늘어지다,Verb,-0.25
미지근하다,Adjective,0.125
적확하다,Adjective,0.1
닦이다,Verb,0.25
코리다,Adjective,-0.15
차갑다,Adjective,-0.15
식히다,Verb,0
늘씬하다,Adjective,0.4
쿨하다,Adjective,0.425
울적하다,Adjective,-0.45
쓸데없다,Adjective,-0.425
외다,Verb,0.2
급정거하다,Verb,-0.138888889
상충되다,Verb,-0.1
휘적휘적하다,Verb,-0.222222222
다치다,Verb,-0.475
야위다,Verb,-0.325
불친절하다,Adjective,-0.5
멀끔하다,Adjective,0.5
붙다,Verb,0.3
으스스하다,Adjective,-0.225
울다,Verb,-0.225
건강하다,Adjective,0.7
의심스럽다,Adjective,-0.225
뛰어나다,Adjective,0.675
강화하다,Adjective,0.55
얼룩덜룩하다,Adjective,-0.055555556
나뒹굴다,Verb,-0.175
한정시키다,Verb,0
시원섭섭하다,Adjective,-0.075
부러지다,Verb,-0.45
찌그러지다,Verb,-0.25
차디차다,Adjective,-0.225
바람직하다,Adjective,0.6
무능하다,Adjective,-0.225
춤추다,Verb,0.3
귀엽다,Adjective,0.725
민망하다,Adjective,-0.15
어여쁘다,Adjective,0.45
싸늘하다,Adjective,-0.425
괘씸하다,Adjective,-0.425
잘하다,Verb,0.65
다투다,Verb,-0.65
참혹하다,Adjective,-0.375
찌질하다,Adjective,-0.225
소리치다,Verb,-0.175
꿀꿀하다,Adjective,-0.138888889
의기양양하다,Adjective,0.375
빛나다,Verb,0.5
손대다,Verb,-0.225
당연시하다,Verb,-0.225
지우다,Verb,-0.1
흩날리다,Verb,-0.05
차곡하다,Adjective,0.305555556
더럽히다,Verb,-0.425
없어지다,Verb,-0.425
마지못하다,Adjective,-0.2
찢다,Verb,-0.575
무리하다,Adjective,-0.4
미치다,Adjective,-0.25
부실하다,Adjective,-0.45
빈정거리다,Verb,-0.425
비겁하다,Adjective,-0.275
조잡하다,Adjective,-0.35
색다르다,Adjective,0.45
굶다,Verb,-0.325
조용하다,Adjective,0.25
경쾌하다,Adjective,0.7
나다,Verb,0.075
직하다,Adjective,-0.05
물러나다,Verb,0
까딱까딱하다,Verb,-0.194444444
과격하다,Adjective,-0.075
추하다,Adjective,-0.25
닦아지다,Verb,0.055555556
부산스럽다,Adjective,-0.2
미우다,Verb,-0.4
